date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,000270,기아,5.34,0.69,12.92,24010399377000,86700.0,59300.0,8.03,-10.3499,-11.8993
2023-02-01,000270,기아,6.03,0.78,12.94,27133703361000,86300.0,59300.0,37.78,17.2007,29.4257
2023-03-02,000270,기아,6.75,0.87,12.89,30374131244400,86300.0,59300.0,68.52,16.4671,-15.6244
2023-04-03,000270,기아,6.02,0.81,13.46,31701535437600,86300.0,59300.0,81.11,3.8363,-2.9713
2023-05-02,000270,기아,6.44,0.86,13.35,33926889526200,86900.0,59300.0,100.0,7.284,32.6982
2023-06-01,000270,기아,5.18,0.84,16.22,32872774431600,90100.0,59300.0,80.84,-0.355,-22.2333
2023-07-03,000270,기아,5.45,0.88,16.15,34551550323000,90100.0,59300.0,94.81,5.1069,2.1572
2023-08-01,000270,기아,5.13,0.83,16.18,32521402733400,90100.0,59300.0,77.92,-5.8757,-13.3802
2023-09-01,000270,기아,4.27,0.79,18.5,31115915940600,90100.0,59300.0,66.23,-0.375,-24.0697
2023-10-04,000270,기아,4.38,0.81,18.49,31974824536200,90100.0,59300.0,73.38,1.8657,-8.5957
2023-11-01,000270,기아,4.14,0.77,18.6,30217966045200,90100.0,59300.0,58.77,-4.3263,42.9923
2023-12-01,000270,기아,3.71,0.85,22.91,33497435228400,90100.0,59300.0,86.04,9.2994,-2.7768
2024-01-02,000270,기아,4.21,0.97,23.04,38104308604800,100000.0,59300.0,94.1,13.4884,7.3781
2024-02-01,000270,기아,4.59,1.05,22.88,41500901687400,106300.0,66800.0,100.0,13.3262,33.67
2024-03-04,000270,기아,5.42,1.25,23.06,49035872548800,125600.0,74500.0,100.0,28.1633,107.8008
2024-04-01,000270,기아,4.9,0.91,18.57,42437892882600,128500.0,76000.0,62.29,-12.6908,-41.0814
2024-05-02,000270,기아,5.4,1.0,18.52,46693394560800,128500.0,76900.0,82.75,10.0276,-8.9186
2024-06-03,000270,기아,5.04,1.01,20.04,47122848858600,128500.0,76900.0,84.88,2.2881,-28.1119
2024-07-01,000270,기아,5.37,1.08,20.11,50207111542800,132300.0,76900.0,93.32,9.2608,-1.7
2024-08-01,000270,기아,4.68,0.94,20.09,43765297075800,132300.0,76900.0,63.54,-9.3775,-22.0477
2024-09-02,000270,기아,4.35,0.89,20.46,41422819087800,132300.0,76900.0,52.71,-5.3524,10.1631
2024-10-02,000270,기아,4.05,0.83,20.49,38533762902600,132300.0,76900.0,39.35,-5.6405,26.37
2024-11-01,000270,기아,3.87,0.79,20.41,36815945711400,132300.0,76900.0,31.41,-5.6056,4.945
2024-12-02,000270,기아,3.84,0.79,20.57,36776904411600,132300.0,83100.0,22.56,-0.106,-24.5556
2025-01-02,000270,기아,4.14,0.85,20.53,39665960596800,132300.0,87200.0,31.93,9.3649,7.0051
2025-02-03,000270,기아,3.91,0.81,20.72,37518689107800,132300.0,87200.0,19.73,-6.6084,-3.4775
2025-03-04,000270,기아,3.8,0.78,20.53,36425532713400,132300.0,90800.0,6.02,-8.5294,4.9003
2025-04-01,000270,기아,3.74,0.65,17.38,36386491413600,132300.0,90800.0,5.78,0.0,25.6691
2025-05-02,000270,기아,3.59,0.63,17.55,34902922021200,132300.0,82000.0,14.71,-2.9316,-32.8116
2025-06-02,000270,기아,3.71,0.62,16.71,34512509023200,132300.0,82000.0,12.72,-2.4283,-3.6412
2025-07-01,000270,기아,4.14,0.69,16.67,38533762902600,132300.0,82000.0,33.2,5.9013,21.0237
2025-08-01,000270,기아,4.23,0.7,16.55,39353630198400,120500.0,82000.0,48.83,0.6993,14.8822
2025-09-01,000270,기아,4.82,0.74,15.35,41578984287000,110400.0,82000.0,86.27,4.1056,-50.2086
2025-10-01,000270,기아,4.55,0.7,15.38,39275547598800,110400.0,82000.0,65.49,-6.1567,52.295
2025-11-03,000270,기아,5.32,0.82,15.41,45951609864600,119900.0,82000.0,94.2,17.4651,48.9618
2025-12-01,000270,기아,5.62,0.79,14.06,43843379675400,119900.0,82000.0,79.95,-6.3386,-39.2654
