date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,006400,삼성SDI,,3.13,,47495257914810,744065.0,470914.0,43.37,-17.08,-16.428
2023-02-01,006400,삼성SDI,,3.74,,56804981853590,744065.0,470914.0,85.66,21.8274,11.2525
2023-03-02,006400,삼성SDI,,3.69,,56016049514890,744065.0,470914.0,82.08,3.6497,-5.1847
2023-04-03,006400,삼성SDI,,3.41,,58777393285870,776373.0,495390.0,83.28,1.9151,7.8499
2023-05-02,006400,삼성SDI,,3.21,,55227117176190,776373.0,495390.0,67.6,-4.7619,2.7536
2023-06-01,006400,삼성SDI,,3.24,,55858263047150,776373.0,495390.0,70.38,2.4603,-38.1093
2023-07-03,006400,삼성SDI,,3.29,,56568302151980,776373.0,495390.0,73.52,1.2711,9.4095
2023-08-01,006400,삼성SDI,,3.07,,52860239574560,776373.0,534552.0,50.2,-6.555,34.7363
2023-09-01,006400,삼성SDI,,2.73,,47021898511590,776373.0,534552.0,20.24,-8.3077,-39.3608
2023-10-04,006400,삼성SDI,,2.22,,38225020885730,776373.0,474341.0,0.0,-20.0496,39.1059
2023-11-01,006400,삼성SDI,,1.95,,33570158916340,776373.0,414131.0,0.68,-18.4867,68.3634
2023-12-01,006400,삼성SDI,,2.05,,35266403737310,776373.0,408256.0,7.98,-0.8869,-3.1685
2024-01-02,006400,삼성SDI,,2.14,,36844349000240,776373.0,408256.0,13.3,-0.9545,-16.2325
2024-02-01,006400,삼성SDI,,1.73,,29783203105050,776373.0,340214.0,6.73,-15.4535,53.5893
2024-03-04,006400,삼성SDI,,1.72,,29546442817910,776373.0,340214.0,6.06,0.0,-28.529
2024-04-01,006400,삼성SDI,,1.8,,35818736959930,761687.0,340214.0,24.74,20.4246,174.2317
2024-05-02,006400,삼성SDI,,1.76,,34990317711530,726442.0,340214.0,24.33,-2.3128,-56.6441
2024-06-03,006400,삼성SDI,,1.49,,29743716195350,726442.0,340214.0,7.48,-13.1337,-27.9504
2024-07-01,006400,삼성SDI,,1.45,,28954783856650,701966.0,340214.0,5.28,-3.1661,26.6358
2024-08-01,006400,삼성SDI,,1.32,,26351226553410,697071.0,312801.0,3.69,-8.8675,7.0067
2024-09-02,006400,삼성SDI,,1.46,,29112570324390,603084.0,296647.0,21.09,10.479,9.1173
2024-10-02,006400,삼성SDI,,1.47,,29309763116300,555111.0,296647.0,25.95,9.4256,-0.6089
2024-11-01,006400,삼성SDI,,1.31,,26153953175970,495390.0,296647.0,14.04,-12.4176,-25.9576
2024-12-02,006400,삼성SDI,,1.03,,20433992256570,475810.0,241331.0,5.22,-21.8703,92.8345
2025-01-02,006400,삼성SDI,,0.95,,18895533903340,475810.0,234478.0,0.0,-5.8937,-41.1655
2025-02-03,006400,삼성SDI,,0.82,,16410276158140,475810.0,203638.0,0.0,-15.7898,4.7025
2025-03-04,006400,삼성SDI,,0.84,,16804822913020,475810.0,201191.0,2.67,-4.0539,27.4592
2025-04-01,006400,삼성SDI,23.15,0.71,3.07,15274181356200,475810.0,184547.0,1.71,-13.5716,45.3788
2025-05-02,006400,삼성SDI,21.2,0.65,3.07,13989648008000,434201.0,168100.0,2.07,-4.9231,-49.2226
2025-06-02,006400,삼성SDI,21.1,0.65,3.08,13925179584000,415110.0,160200.0,4.94,-5.8824,31.6477
2025-07-01,006400,삼성SDI,21.76,0.67,3.08,14360341446000,384270.0,160200.0,8.03,2.1789,20.7054
2025-08-01,006400,삼성SDI,23.2,0.71,3.06,15311250700000,379375.0,160200.0,13.6,2.5364,8.6498
2025-09-01,006400,삼성SDI,24.79,0.76,3.07,16358862590000,379375.0,160200.0,19.53,0.995,-19.2282
2025-10-01,006400,삼성SDI,24.91,0.76,3.05,16439448120000,379375.0,160200.0,19.98,0.7407,-9.4615
2025-11-03,006400,삼성SDI,39.94,1.22,3.05,26351468310000,341193.0,160200.0,92.16,61.4815,184.8292
2025-12-01,006400,삼성SDI,36.52,1.12,3.07,24095073470000,337500.0,160200.0,78.29,-7.1429,-49.4003
