date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,035720,카카오,35.51,2.05,5.77,23345102389000,114500.0,47300.0,8.04,-8.981,-51.4289
2023-02-01,035720,카카오,41.91,2.42,5.77,27553422554000,108500.0,47300.0,24.35,17.1375,44.9676
2023-03-02,035720,카카오,41.24,2.38,5.77,27110441484000,108500.0,47300.0,22.71,-0.3257,17.9056
2023-04-03,035720,카카오,19.31,2.69,13.93,26667460414000,107500.0,47300.0,21.43,-1.3115,-15.8639
2023-05-02,035720,카카오,18.76,2.61,13.91,25914392595000,89900.0,47300.0,26.29,-4.2553,-16.9607
2023-06-01,035720,카카오,192.12,2.34,1.22,24851238027000,85700.0,47300.0,22.92,-3.4423,-22.0464
2023-07-03,035720,카카오,174.66,2.13,1.22,22592034570000,83700.0,47300.0,10.16,-9.0909,20.7202
2023-08-01,035720,카카오,188.01,2.29,1.22,24319660743000,83700.0,47300.0,20.88,7.6471,34.4255
2023-09-01,035720,카카오,183.33,2.05,1.12,21683923376500,73400.0,47300.0,6.32,-7.9887,-31.76
2023-10-04,035720,카카오,155.81,1.75,1.12,18428012512000,70900.0,41600.0,0.0,-15.102,-9.47
2023-11-01,035720,카카오,140.82,1.58,1.12,16656088232000,70900.0,37600.0,0.0,-14.0571,21.5893
2023-12-01,035720,카카오,502.02,2.06,0.41,22016159179000,70900.0,37600.0,36.34,28.9235,13.0326
2024-01-02,035720,카카오,584.85,2.4,0.41,25648603953000,70900.0,37600.0,60.96,14.6535,-23.1037
2024-02-01,035720,카카오,532.32,2.18,0.41,23345102389000,70900.0,37600.0,45.35,-6.8905,25.2234
2024-03-04,035720,카카오,536.36,2.2,0.41,23522294817000,63600.0,37600.0,59.62,-2.2099,-4.2583
2024-04-01,035720,카카오,,2.45,,23832381566000,61600.0,37600.0,67.5,0.9381,-41.385
2024-05-02,035720,카카오,,2.2,,21395985681000,61100.0,37600.0,45.53,-10.223,2.8406
2024-06-03,035720,카카오,,2.0,,19624061401000,61100.0,37600.0,28.51,-8.8477,1.3912
2024-07-01,035720,카카오,,1.85,,18162223870000,61100.0,37600.0,14.47,-6.071,-7.9196
2024-08-01,035720,카카오,,1.79,,17630646586000,61100.0,37600.0,9.36,-0.7481,21.6564
2024-09-02,035720,카카오,,1.65,,16346001483000,61100.0,36300.0,2.42,-7.2864,-0.3641
2024-10-02,035720,카카오,,1.61,,15947318520000,61100.0,34000.0,7.38,-3.0956,-14.9743
2024-11-01,035720,카카오,,1.61,,16013765680500,61100.0,34000.0,7.93,0.0,-6.4709
2024-12-02,035720,카카오,,1.84,,18671652100500,61100.0,32800.0,33.04,16.5975,58.7514
2025-01-02,035720,카카오,,1.64,,16589641071500,61100.0,32800.0,16.43,-6.6085,93.252
2025-02-03,035720,카카오,,1.83,,18516608726000,59200.0,32800.0,34.09,8.4306,-35.1985
2025-03-04,035720,카카오,,1.83,,18560906833000,58700.0,32800.0,35.14,9.2568,125.7572
2025-04-01,035720,카카오,334.92,1.85,0.55,18693801154000,54900.0,32800.0,42.53,-2.2016,-59.4781
2025-05-02,035720,카카오,301.98,1.66,0.55,16855429713500,49800.0,32800.0,30.88,-6.9682,14.4074
2025-06-02,035720,카카오,123.64,1.84,1.49,19114633170500,46600.0,32800.0,75.0,12.2237,-12.3966
2025-07-01,035720,카카오,172.21,2.57,1.49,26623162307000,70400.0,32800.0,72.61,36.5909,280.5436
2025-08-01,035720,카카오,159.03,2.37,1.49,24585449385000,70400.0,32800.0,60.37,-6.7227,-71.0167
2025-09-01,035720,카카오,126.19,2.57,2.04,27110441484000,70400.0,32800.0,75.53,5.5172,66.4839
2025-10-01,035720,카카오,123.71,2.52,2.04,26578864200000,70400.0,32800.0,72.34,1.1804,-18.2901
2025-11-03,035720,카카오,132.99,2.71,2.04,28572279015000,70400.0,32800.0,84.31,8.769,15.3994
2025-12-01,035720,카카오,112.69,2.49,2.21,26357373665000,70400.0,35100.0,69.12,-8.6022,23.2765
