date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,034020,두산에너빌리티,138.64,0.99,0.71,9768557476500,23350.0,12600.0,24.65,-8.9552,-36.7193
2023-02-01,034020,두산에너빌리티,150.27,1.07,0.71,10588475743380,23350.0,12600.0,36.56,7.3377,14.7301
2023-03-02,034020,두산에너빌리티,150.73,1.08,0.72,10620503800680,23350.0,12600.0,37.02,-0.7186,-13.1707
2023-04-03,034020,두산에너빌리티,,1.53,,10927973150760,22650.0,12600.0,44.38,2.0335,93.0851
2023-05-02,034020,두산에너빌리티,,1.45,,10332251284980,22650.0,12600.0,35.12,-5.1176,10.437
2023-06-01,034020,두산에너빌리티,,1.4,,10377090565200,22650.0,12600.0,35.82,-2.9359,-49.6009
2023-07-03,034020,두산에너빌리티,,1.57,,11594156742600,22650.0,12600.0,54.73,11.7284,110.1906
2023-08-01,034020,두산에너빌리티,,1.52,,11209820055000,22650.0,12600.0,48.76,-3.3149,-26.8906
2023-09-01,034020,두산에너빌리티,,1.5,,11190603220620,22150.0,12600.0,50.99,-1.2436,-31.4448
2023-10-04,034020,두산에너빌리티,,1.35,,10101649272420,19300.0,12600.0,47.31,-11.1549,11.277
2023-11-01,034020,두산에너빌리티,,1.16,,8621953025160,19300.0,12950.0,8.03,-17.575,-39.8548
2023-12-01,034020,두산에너빌리티,,1.3,,9781368699420,19300.0,13420.0,31.46,9.7771,-23.9829
2024-01-02,034020,두산에너빌리티,,1.37,,10255383947460,19300.0,13420.0,44.05,6.2376,0.1829
2024-02-01,034020,두산에너빌리티,,1.31,,9851830425480,19300.0,13420.0,33.33,-1.4103,-17.1775
2024-03-04,034020,두산에너빌리티,,1.35,,10101649272420,19300.0,13420.0,39.97,4.9235,39.0645
2024-04-01,034020,두산에너빌리티,198.51,1.55,0.78,11062490991420,19300.0,13420.0,65.48,6.3424,154.9197
2024-05-02,034020,두산에너빌리티,189.66,1.48,0.78,10569258909000,19280.0,13420.0,52.56,-4.4586,-52.3263
2024-06-03,034020,두산에너빌리티,102.22,1.81,1.77,13291643779500,21800.0,13420.0,87.47,23.5119,275.1299
2024-07-01,034020,두산에너빌리티,98.28,1.74,1.77,12779194862700,21800.0,13420.0,77.92,-3.1553,-25.6954
2024-08-01,034020,두산에너빌리티,92.17,1.63,1.77,11984899041660,22250.0,13420.0,59.91,-2.8557,107.729
2024-09-02,034020,두산에너빌리티,72.14,1.51,2.09,11459638901940,22250.0,13420.0,50.62,-4.3827,-73.2164
2024-10-02,034020,두산에너빌리티,69.8,1.46,2.09,11088113437260,22250.0,13420.0,44.05,-6.3312,-26.6721
2024-11-01,034020,두산에너빌리티,80.56,1.69,2.1,12798411697080,22250.0,13420.0,74.29,11.5578,188.2614
2024-12-02,034020,두산에너빌리티,161.72,1.78,1.1,13259615722200,22450.0,14320.0,78.47,3.6036,-12.9009
2025-01-02,034020,두산에너빌리티,141.09,1.56,1.11,11568534296760,22450.0,14320.0,46.0,-14.6099,-9.2836
2025-02-03,034020,두산에너빌리티,182.42,2.01,1.1,14957102759100,24700.0,14320.0,86.99,30.7391,29.154
2025-03-04,034020,두산에너빌리티,199.22,2.2,1.1,16334309223000,30300.0,14320.0,69.96,6.6946,45.5061
2025-04-01,034020,두산에너빌리티,137.07,2.04,1.49,15277383332100,30300.0,14320.0,59.64,-6.1024,-40.8126
2025-05-02,034020,두산에너빌리티,159.2,2.37,1.49,17743543744200,30300.0,14690.0,83.34,15.6576,-23.0978
2025-06-02,034020,두산에너빌리티,,3.45,,26230978928700,42350.0,15860.0,94.71,41.6955,137.8272
2025-07-01,034020,두산에너빌리티,,5.27,,40035071625000,68900.0,15860.0,87.93,48.1043,12.3013
2025-08-01,034020,두산에너빌리티,,5.17,,39330454364400,68900.0,15860.0,85.86,-0.8078,-40.8743
2025-09-01,034020,두산에너빌리티,,5.04,,38177444301600,69400.0,16370.0,81.52,-9.1463,3.9402
2025-10-01,034020,두산에너빌리티,,5.46,,41380250031600,69400.0,17180.0,90.81,6.9536,-28.5744
2025-11-03,034020,두산에너빌리티,,7.56,,57330222567000,96400.0,17180.0,91.29,41.8384,50.473
2025-12-01,034020,두산에너빌리티,,6.23,,47978029835400,96400.0,17180.0,72.86,-15.5581,-40.6807
