date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,012450,한화에어로스페이스,15.03,0.98,6.52,3865811299772,86992.0,42427.0,73.03,1.9389,-39.0716
2023-02-01,012450,한화에어로스페이스,16.5,1.08,6.55,4244028846107,86992.0,42427.0,89.49,9.7837,66.603
2023-03-02,012450,한화에어로스페이스,18.56,1.21,6.52,4774513115595,93920.0,42427.0,97.43,13.06,-23.9937
2023-04-03,012450,한화에어로스페이스,26.37,1.37,5.2,5389045728713,104513.0,42427.0,100.0,9.4973,-6.8794
2023-05-02,012450,한화에어로스페이스,27.65,1.44,5.21,5651709693407,119488.0,42427.0,87.18,8.4681,58.4115
2023-06-01,012450,한화에어로스페이스,27.75,1.45,5.23,5672747561015,119488.0,42427.0,87.71,5.1608,-29.8861
2023-07-03,012450,한화에어로스페이스,33.43,1.74,5.2,6833542844327,145158.0,42427.0,87.7,20.4627,17.924
2023-08-01,012450,한화에어로스페이스,31.22,1.63,5.22,6381795888166,145158.0,53174.0,76.74,-6.6107,-13.517
2023-09-01,012450,한화에어로스페이스,29.45,1.53,5.2,6019356742537,145158.0,53580.0,68.97,-5.1327,-50.7183
2023-10-04,012450,한화에어로스페이스,26.26,1.37,5.22,5368110987907,145158.0,53580.0,55.17,-11.2843,-3.3272
2023-11-01,012450,한화에어로스페이스,29.17,1.52,5.21,5961605733417,145158.0,62850.0,64.11,8.9247,29.9717
2023-12-01,012450,한화에어로스페이스,34.95,1.82,5.21,7143438884337,145158.0,67537.0,91.47,17.8507,-13.1866
2024-01-02,012450,한화에어로스페이스,33.33,1.74,5.22,6812504976719,145158.0,68046.0,83.09,5.3614,28.9229
2024-02-01,012450,한화에어로스페이스,34.08,1.78,5.22,6964874826674,150862.0,78538.0,78.17,-0.5251,25.6826
2024-03-04,012450,한화에어로스페이스,48.21,2.51,5.21,9853714367699,198128.0,88215.0,93.6,42.228,75.2184
2024-04-01,012450,한화에어로스페이스,13.22,,,10977796509499,227160.0,93411.0,89.34,11.4666,-11.9175
2024-05-02,012450,한화에어로스페이스,13.95,,,11581861752214,246006.0,95753.0,85.76,5.5026,-10.7892
2024-06-03,012450,한화에어로스페이스,14.11,,,11713142171160,246006.0,95753.0,87.46,5.4371,-44.3716
2024-07-01,012450,한화에어로스페이스,15.4,,,12789940674243,255683.0,95753.0,95.22,19.3628,89.1481
2024-08-01,012450,한화에어로스페이스,19.2,,,15941495743363,328517.0,95753.0,91.69,30.2578,50.8675
2024-09-02,012450,한화에어로스페이스,18.35,,,15232395852811,328517.0,95753.0,85.78,-4.4481,-35.6582
2024-10-02,012450,한화에어로스페이스,18.93,,,15714771469166,328517.0,95753.0,89.8,3.1668,-76.9097
2024-11-01,012450,한화에어로스페이스,23.15,,,19218246750111,386989.0,99420.0,95.03,27.4413,196.2441
2024-12-02,012450,한화에어로스페이스,19.63,,,16298675422090,409637.0,120608.0,67.63,-15.1917,16.5817
2025-01-02,012450,한화에어로스페이스,22.23,,,18456603753940,409637.0,125192.0,81.83,16.32,-2.9375
2025-02-03,012450,한화에어로스페이스,24.0,,,19929099796297,409637.0,132935.0,91.64,21.3293,-29.4759
2025-03-04,012450,한화에어로스페이스,42.87,,,35593081315478,690278.0,143936.0,100.0,75.2499,142.1289
2025-04-01,012450,한화에어로스페이스,14.43,,,34171426786507,752315.0,186618.0,84.16,13.2997,-23.0356
2025-05-02,012450,한화에어로스페이스,17.54,,,41533752308089,817305.0,204750.0,98.07,23.3785,-40.1572
2025-06-02,012450,한화에어로스페이스,18.18,,,43055439835000,887000.0,204750.0,92.38,4.8169,-21.1747
2025-07-01,012450,한화에어로스페이스,18.26,,,43261693439000,970000.0,233781.0,82.21,-2.1004,12.026
2025-08-01,012450,한화에어로스페이스,20.44,,,48418033539000,998000.0,268926.0,91.91,14.9327,-14.2381
2025-09-01,012450,한화에어로스페이스,19.94,,,47232075316000,998000.0,274732.0,88.66,-8.0321,-20.6171
2025-10-01,012450,한화에어로스페이스,23.93,,,56668177699000,1107000.0,274732.0,99.04,17.7921,-4.0449
2025-11-03,012450,한화에어로스페이스,22.68,,,53729063842000,1107000.0,274732.0,92.19,-0.1916,13.512
2025-12-01,012450,한화에어로스페이스,17.7,,,41921045013000,1107000.0,274732.0,64.67,-16.9561,-9.5266
