date,ticker,name,per,pbr,roe,market_cap,high_52w,low_52w,price_position_52w,momentum_1m,volume_change
2023-01-02,352820,HYBE,46.76,2.53,5.41,7305831205500,358000.0,109500.0,24.14,10.4235,25.4553
2023-02-01,352820,HYBE,52.28,2.83,5.41,8167876185500,323000.0,109500.0,37.47,9.2219,9.8083
2023-03-02,352820,HYBE,51.59,2.79,5.41,8060120563000,323000.0,109500.0,36.3,-2.4517,96.6398
2023-04-03,352820,HYBE,145.45,2.71,1.86,7930813816000,323000.0,109500.0,34.89,-1.8143,-42.5432
2023-05-02,352820,HYBE,224.9,4.19,1.86,12262589840500,284500.0,109500.0,100.0,50.6088,22.8834
2023-06-01,352820,HYBE,219.37,4.08,1.86,11960874097500,294500.0,109500.0,90.81,2.7778,-21.4689
2023-07-03,352820,HYBE,220.95,4.11,1.86,12047078595500,307000.0,109500.0,86.08,0.7207,1.9448
2023-08-01,352820,HYBE,200.79,3.74,1.86,10947971246000,307000.0,109500.0,73.16,-9.1234,22.9164
2023-09-01,352820,HYBE,196.84,3.66,1.86,10732460001000,307000.0,109500.0,70.63,-1.1905,-11.8277
2023-10-04,352820,HYBE,175.89,3.27,1.86,9590250402500,307000.0,109500.0,57.22,-9.3686,-44.5996
2023-11-01,352820,HYBE,182.21,3.39,1.86,9935068394500,307000.0,115000.0,60.16,-4.9485,23.5058
2023-12-01,352820,HYBE,167.19,3.11,1.86,9116125663500,307000.0,138000.0,43.49,-7.033,110.3486
2024-01-02,352820,HYBE,190.91,3.55,1.86,10409193133500,307000.0,168000.0,52.88,12.3256,-56.4151
2024-02-01,352820,HYBE,157.31,2.93,1.86,8577347551000,307000.0,173500.0,19.1,-16.9102,1.4508
2024-03-04,352820,HYBE,152.33,2.84,1.86,8305803382300,307000.0,173500.0,14.38,-5.7702,15.5165
2024-04-01,352820,HYBE,50.29,3.14,6.24,9762659398500,307000.0,182100.0,35.55,13.7619,10.6603
2024-05-02,352820,HYBE,44.4,2.77,6.24,8620449800000,307000.0,185900.0,11.64,-11.6998,46.9997
2024-06-03,352820,HYBE,44.52,2.78,6.24,8642000924500,307000.0,185900.0,12.06,-0.7426,-0.001
2024-07-01,352820,HYBE,44.52,2.78,6.24,8642000924500,307000.0,185900.0,12.06,-1.7157,-47.8718
2024-08-01,352820,HYBE,38.92,2.43,6.24,7555824249700,274500.0,170300.0,4.8,-11.0152,-16.8895
2024-09-02,352820,HYBE,39.92,2.49,6.24,7749784370200,256000.0,163100.0,17.98,2.567,32.0116
2024-10-02,352820,HYBE,37.77,2.36,6.25,7331692554900,256000.0,158000.0,12.35,-6.5385,-20.984
2024-11-01,352820,HYBE,41.45,2.59,6.25,8047189888300,256000.0,158000.0,29.29,10.6043,-13.7663
2024-12-02,352820,HYBE,42.14,2.63,6.24,8180806860200,256000.0,158000.0,32.45,1.6604,62.7535
2025-01-02,352820,HYBE,43.58,2.72,6.24,8460971478700,256000.0,158000.0,39.08,0.5635,-29.7246
2025-02-03,352820,HYBE,50.29,3.14,6.24,9762659398500,230500.0,158000.0,94.48,15.8568,-32.347
2025-03-04,352820,HYBE,55.73,3.48,6.24,10818664499000,262500.0,158000.0,89.0,11.5556,29.9868
2025-04-01,352820,HYBE,1044.44,2.88,0.28,10129028515000,262500.0,158000.0,73.68,-8.7379,-20.9811
2025-05-02,352820,HYBE,1175.56,3.24,0.28,11400544860500,267000.0,158000.0,97.71,13.7634,37.0571
2025-06-02,352820,HYBE,1208.89,3.34,0.28,11723811728000,289500.0,158000.0,86.69,7.5099,-12.1931
2025-07-01,352820,HYBE,1393.33,3.85,0.28,13512555061500,313500.0,158000.0,100.0,15.2574,12.6834
2025-08-01,352820,HYBE,1115.56,3.08,0.28,10818664499000,313500.0,158000.0,59.81,-13.5972,-9.7113
2025-09-01,352820,HYBE,1266.67,3.5,0.28,12284140965000,313500.0,158000.0,81.67,9.8266,15.0692
2025-10-01,352820,HYBE,1191.11,3.29,0.28,11551402732000,313500.0,158000.0,70.74,-5.6338,-27.7796
2025-11-03,352820,HYBE,1522.22,4.2,0.28,14762520282500,342500.0,185300.0,100.0,27.5605,66.2259
2025-12-01,352820,HYBE,1297.78,3.58,0.28,12585856708000,342500.0,185300.0,67.88,-14.3695,-10.5297
